DATETIME,QUESTIONNAIRE_TYPE,AGE,ID_NUMERO_TEL,SEXE_MASC,SEXE_FEM,SEXE_COMMENT,HANDICAP,HANDICAP_SOURD,HANDICAP_DEFICIENT_AUDITIF,HANDICAP_AVEUGLE,HANDICAP_DEFICIENT_VISUEL,HANDICAP_MOTEUR,HANDICAP_AUTRE,HANDICAP_AUTRE_COMMENT,LANGUE_COURANTE_1,LANGUE_COURANTE_2,LANGUE_COURANTE_3,LANGUE_COURANTE_4,LANGUE_FREQUENTE_1,LANGUE_FREQUENTE_2,LANGUE_FREQUENTE_3,LANGUE_FREQUENTE_4,LANGUE_MATERNELLE_1,LANGUE_MATERNELLE_2,LANGUE_MATERNELLE_3,LANGUE_MATERNELLE_4,NIVEAU_ETUDE,NIVEAU_SECONDAIRE_CHOIX,NIVEAU_SUPERIEUR_CHOIX,PROFESSION_ADMINISTRATION,PROFESSION_AGRICULTURE_VITICULTURE,PROFESSION_ARTISANAT,PROFESSION_CADRE,PROFESSION_COMMERCE,PROFESSION_ELEVE_ETUDIANT,PROFESSION_EMPLOYE_OUVRIER,PROFESSION_ENSEIGNEMENT,PROFESSION_METIERS_SANTE,PROFESSION_METIERS_SPECTACLE,PROFESSION_PROFESSION_LIBERALE,PROFESSION_RETRAITE,PROFESSION_SANS_ACTIVITE_PROFESSIONNELLE,PROFESSION_METIER_AUTRE,PROFESSION_ENSEIGNEMENT_CHOIX,PROFESSION_METIER_AUTRE_COMMENT,CODE_POSTAL,DUREE_VIE_DPT,TYPE_TELEPHONE,TYPE_TELEPHONE_AUTRE_COMMENT,ABONNEMENT_ILLIMITE,TEMPS_UTILISATION_SMS,ENVOI_SMS_SEMAINE,RECEPTION_SMS_SEMAINE,UTILISATION_T9,DESTINATAIRE_AMIS,DESTINATAIRE_COLLEGUES,DESTINATAIRE_FAMILLE,DESTINATAIRE_COMPAGNON,DESTINATAIRE_CONCOURS,DESTINATAIRE_AUTRE,DESTINATAIRE_AUTRE_COMMENT,REDACTION_SMS,UTILISATION_CHAT,UTILISATION_FORUM,UTILISATION_COURRIER_ELECTRONIQUE,UTILISATION_RESEAUX_SOCIAUX,UTILISATION_AUTRE,UTILISATION_AUTRE_COMMENT,RAISON_REDAC_SMS_PRIX,RAISON_REDAC_SMS_DERANGER,RAISON_REDAC_SMS_ALLER_VITE,RAISON_REDAC_SMS_AIME_PAS_TELEPHONER,RAISON_REDAC_SMS_AUTRE,RAISON_REDAC_SMS_AUTRE_COMMENT,RAISON_ECRITURE_SMS_RAPIDE,RAISON_ECRITURE_SMS_JOUER_LANGUE,RAISON_ECRITURE_SMS_COMPLICITE,RAISON_ECRITURE_SMS_AUTRE,RAISON_ECRITURE_SMS_AUTRE_COMMENT,APPORT_ECRITURE_SMS,AVENIR_SMS,CODE_MIXING,LANGUE_MIXING_1,LANGUE_MIXING_2,LANGUE_MIXING_3,LANGUE_MIXING_4,CODE_SWITCHING,LANGUE_SWITCHING_1,LANGUE_SWITCHING_2,LANGUE_SWITCHING_3,LANGUE_SWITCHING_4,COMPREHENSION_ECRITURE_SMS,SOUVENIR_SMS,DUREE_LECTURE,DUREE_LECTURE_REEL,TYPE_LECTURE_JOURNAL,TYPE_LECTURE_BD,TYPE_LECTURE_WEB,TYPE_LECTURE_LIVRES,TYPE_LECTURE_AUTRE,TYPE_LECTURE_AUTRE_COMMENT,ECRITURE_PAPIER,TYPE_ECRITURE_COURSES,TYPE_ECRITURE_COURRIER,TYPE_ECRITURE_JOURNAL,TYPE_ECRITURE_PETITS_MOTS,TYPE_ECRITURE_NOTES_PRO,TYPE_ECRITURE_AUTRE,TYPE_ECRITURE_AUTRE_COMMENT,ECRITURE_FREQ
2011-09-15 12:58:32,consentement+questionnaire,21,197,,1,,0,0,0,0,0,0,0,,fre,,,,fre,oci,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,11400,,iphone,,oui,plus de 5,50 a 100,50 a 100,oui,5,0,4,0,0,0,,redaction_melange,rarement,rarement,tres_souvent,tres_souvent,,,1,1,1,0,0,,1,0,0,0,,On perd les notions d'orthographe et de conjugaison.,Oui car la modernisation vise à la communication instantanée et les sms sont un excellent moyen de communiquer rapidement sans véritablement déranger le destinataire.,oui,fre,ger,eng,,oui,fre,ger,,,oui,francais_standard,3.142857142857143,2,0,0,1,1,1,sous-titres,oui,1,0,0,1,1,0,,tres_souvent
2011-09-15 13:45:16,consentement+questionnaire,21,156,,1,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34000,1,classique,,oui,plus de 5,plus de 100,plus de 100,oui,5,0,3,6,1,0,,redaction_soit_soit,rarement,jamais,tres_souvent,tres_souvent,,,1,0,1,0,0,,1,0,0,0,,une compréhension plus rapide et la réduction du nombre de caractère !,oui ! et beaucoup plus souvent ! c'est une forme de communication simple rapide et que le destinataire peut recevoir sans être forcement dérangé,non,,,,,non,,,,,oui,pas_opinion,2.0952380952380953,1,1,0,1,1,0,,oui,1,0,0,1,1,0,,tres_souvent
2011-09-15 13:48:46,consentement+questionnaire,22,107,,1,,0,0,0,0,0,0,0,,fre,eng,ita,spa,fre,eng,,,fre,,,,niveau_superieur,,bac_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34090,0,classique,,oui,plus de 5,50 a 100,50 a 100,oui,6,3,5,0,0,4,coéquipières,redaction_ortho_standard,parfois,rarement,tres_souvent,tres_souvent,,,1,0,1,0,0,,0,0,0,0,,"Selon c'est une bonne façon de communiquer, cela permet d'être rapide et concis. Autre avantage : moi qui ai peu de mémoire, ça me permet de garder les infos (adresses, heure de rdv...) 

Par contre il reste le problème de l'intonation, de l'humeur, car il est difficile de percevoir ces choses là par sms. ","Je pense qu'effectivement les sms seront encore utilisés pendant un moment, surtout lorsque l'on constate que l'on les utilise de plus en plus. Notamment pour les lycéens et plus jeunes, ils sont nés avec et ils n'utilisent presque pas leur téléphone pour appeler. 
De plus de nos jours la plupart des forfaits inclus les sms illimités. ",oui,fre,eng,,,oui,fre,eng,,,oui_mais,pas_opinion,6.285714285714286,5,1,0,1,1,0,,oui,1,1,0,1,1,0,,souvent
2011-09-15 14:56:27,consentement+questionnaire,53,204,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac_2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34130,5,iphone,,oui,plus de 5,10 a 20,moins de 5,non,4,0,5,5,0,0,,redaction_ortho_standard,jamais,rarement,tres_souvent,parfois,,,1,0,1,0,0,,1,0,0,0,,rapide mais peu explicite,je l'imagine,non,,,,,non,,,,,oui_mais,francais_standard,1.0476190476190477,0.5,1,0,0,0,0,,oui,1,0,0,0,1,0,,souvent
2011-09-15 15:06:42,consentement+questionnaire,21,343,,1,,0,0,0,0,0,0,0,,eng,fre,,,eng,fre,,,fre,,,,niveau_superieur,,bac_1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,Animation,34000,9,classique,,oui,plus de 5,20 a 50,20 a 50,non,5,2,3,6,0,0,,redaction_soit_soit,souvent,jamais,souvent,tres_souvent,,,1,1,1,0,1,parce que ça lmaisse le choix au destinataires de répondre ou d'attendre suivant la situation dans laquelle il se trouve.,1,0,0,0,,"Avantages: C'est plus rapide, moins cher, plus conci, plus discret.
Inconvénients: C'est moins clair, ça n'encourage pas à éviter les fautes, ça n'encourage pas à développer les idées.","Oui, car il ya de plus en plus de forfaits qui permettent d'avoir des SMS en illimité, ça permet d'avoir deux conversations à la fois et ça encourage les liens sociaux. Et puis les pré-ado adorent car ils peuvent en impunité écrire ""comme ils veulent""",oui,fre,eng,spa,ger,oui,fre,eng,ger,,oui,pas_opinion,5.238095238095238,4,1,0,0,1,1,mes notes de cours,oui,1,1,0,1,1,0,,souvent
2011-09-15 15:50:51,consentement+questionnaire,23,162,,1,,0,0,0,0,0,0,0,,fre,eng,,,fre,,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,34000,,classique,,oui,plus de 5,50 a 100,50 a 100,oui,6,0,3,3,0,0,,redaction_melange,rarement,jamais,parfois,parfois,,,0,0,1,0,1,messages qui ne sont pas assez importants pour téléphoner à la personne,0,0,0,0,,"perte de la langue française
rapidité d'écriture
gain de place dans le sms",oui je pense qu'ils continueront à être utilisés car c'est rapide et pratique,non,,,,,non,,,,,oui_mais,pas_opinion,2.0952380952380953,1,1,0,1,1,0,,oui,1,1,0,0,1,0,,tres_souvent
2011-09-15 15:51:17,consentement+questionnaire,22,475,,1,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34000,1,iphone,,oui,plus de 5,50 a 100,50 a 100,oui,4,0,5,6,0,0,,redaction_melange,souvent,jamais,rarement,tres_souvent,,,1,0,0,0,0,,1,0,0,0,,"Avantage : économie de caractères
Inconvénients : Reproduction de l'écriture SMS dans les copies et abondance des fautes d'orthographes, de conjugaison et de grammaire sur une lettre manuscrite ou une copie d'examen","Je pense que les SMS seront encore utilisés à l'avenir car c'est un moyen de communication simple, rapide et à moindre coût.",oui,fre,eng,,,oui,fre,eng,,,oui_mais,pas_opinion,3.142857142857143,2,1,0,1,1,0,,oui,1,1,0,0,1,0,,tres_souvent
2011-09-15 16:42:30,consentement+questionnaire,26,115,,1,,0,0,0,0,0,0,0,,fre,eng,,,fre,eng,,,fre,,,,niveau_superieur,,bac_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34090,6,blackberry,,oui,plus de 5,50 a 100,50 a 100,non,6,2,1,4,0,0,,redaction_melange,rarement,jamais,tres_souvent,souvent,tres_souvent,"what's app, blackberry messenger",1,0,0,0,0,,1,0,0,0,,Inconvénients majeurs: on ne sait plus comment écrire certains mots,très certainement,oui,eng,ara_d,,,oui,eng,ara_d,,,oui_mais,pas_opinion,3.142857142857143,2,1,1,1,1,0,,non,0,0,0,0,0,0,,
2011-09-15 17:26:35,consentement+questionnaire,20,102,1,,,0,0,0,0,0,0,0,,eng,spa,fre,,fre,,,,fre,,,,niveau_superieur,,bac_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,maternelle_primaire,,34090,,classique,,oui,plus de 5,50 a 100,50 a 100,oui,6,2,3,0,0,0,,redaction_melange,jamais,jamais,souvent,rarement,,,1,0,1,0,0,,1,0,0,0,,"+ :  rapide simple, permet de réfléchir au contenu du texte
- : attente de la réponse",oui car les moyens de communication modernes (internet 3g...) sont loin d'être opérationnels pour l'instant,non,,,,,non,,,,,oui,francais_standard,3.142857142857143,2,1,0,1,1,0,,oui,1,0,0,0,1,0,,souvent
2011-09-15 18:08:21,consentement+questionnaire,24,123,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34000,6,classique,,oui,plus de 5,20 a 50,20 a 50,non,6,3,4,0,0,0,,redaction_melange,jamais,rarement,tres_souvent,tres_souvent,,,1,0,0,0,0,,1,0,0,0,,"Avantages : Plus rapide
Inconvénients : illisible, moche","Oui, ça reste différent d'un appel ou des mails.
Ça peut être mis en danger par les messagerie des réseaux sociaux combinées à des forfaits internet illimités. ",non,,,,,non,,,,,oui,francais_standard,3.142857142857143,2,1,0,1,1,0,,oui,1,0,0,1,1,0,,tres_souvent
2011-09-15 18:34:46,consentement+questionnaire,12,271,1,,,0,0,0,0,0,0,0,,eng,fre,,,fre,,,,fre,,,,niveau_secondaire,college,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,34980,9,blackberry,,oui,1 a 3,plus de 100,plus de 100,non,5,0,2,6,1,0,,redaction_melange,parfois,parfois,parfois,tres_souvent,,,0,0,1,0,0,,1,0,0,0,,"L'avantage C'est Que Sa Va Plus Vite , Le désavantage C'est Que Parfois En Cour On Oublie Les Accords Car On Ne Les Pratiques Pas . ",Oui,oui,fre,eng,,,non,,,,,oui,pas_opinion,1.0476190476190477,0.5,1,0,1,0,0,,oui,0,0,0,0,1,0,,tres_souvent
2011-09-15 19:08:34,consentement+questionnaire,33,341,,1,,1,0,0,0,1,0,0,,fre,eng,,,eng,fre,,,fre,,,,niveau_superieur,,bac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,secrétaire dans une Association,34090,27,iphone,,oui,plus de 5,10 a 20,10 a 20,non,5,4,1,0,0,0,,redaction_melange,jamais,parfois,tres_souvent,tres_souvent,,,0,1,1,0,0,,1,0,0,0,,Parfois on a du mal à comprendre ce que la personne veut nous dire qd c'est de 'humour par exemple,oui,non,,,,,non,,,,,oui_mais,pas_opinion,3.142857142857143,2,1,0,1,1,0,,oui,1,1,0,1,1,0,,tres_souvent
2011-09-15 19:41:08,consentement+questionnaire,22,323,,1,,0,0,0,0,0,0,0,,fre,spa,,,fre,spa,,,fre,,,,niveau_superieur,,bac_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34000,0,blackberry,,oui,plus de 5,10 a 20,10 a 20,non,5,1,3,6,0,0,,redaction_melange,jamais,rarement,souvent,souvent,,,0,0,1,0,0,,1,0,0,0,,"L'envoi de sms permet de communiquer quasi instantanément en allant directement au but, contrairement à la conversation téléphonique qui induit un certain nombre de passages obligés avant d'entamer le sujet réel de conversation.
Le sms est aussi pratique quand on n'a pas forcément quelque chose à dire, que l'on veut juste s'occuper ou s'amuser un peu. Au téléphone, appeler pour ne rien dire, c'est un peu risqué.
 ",je pense que oui ,oui,eng,spa,fre,,non,,,,,oui,pas_opinion,3.142857142857143,2,0,0,1,1,0,,oui,0,0,0,0,1,0,,tres_souvent
2011-09-16 09:53:51,consentement+questionnaire,37,344,1,,,0,0,0,0,0,0,0,,fre,,,,fre,eng,,,fre,,,,niveau_superieur,,bac_4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34070,7,classique,,non,plus de 5,moins de 5,moins de 5,non,6,5,4,0,0,0,,redaction_ortho_standard,rarement,souvent,tres_souvent,jamais,,,0,1,0,0,0,,0,0,0,0,,"L'écriture SMS est pour moi globalement néfaste, elle peut être vue comme un signe de paresse et peut vraisemblablement devenir un marqueur social négatif, si elle est utilisée de manière courante, notamment sur d'autres supports (forum, courrier).
On peut néanmoins reconnaître que certaines locutions ne manquent pas d'ingéniosité, voire de poésie.",,non,,,,,non,,,,,oui,pas_opinion,5.238095238095238,4,1,1,1,1,1,textes législatifs et réglementaires,oui,1,0,0,1,1,0,,tres_souvent
